# reef_id, area_km2, sand_propotion, shelf_position

# reef_id
# The reef IDs here are the standard used throughout the RME and
# must be the same as in all the other data files used.
# If reef IDs do not match up across files the RME will not run.
# The order here is also important since this must match the
# connectivity matrix files that do not have reef IDs embedded.
# Note that some alternate lists of reef IDs are circulating
# that have five reefs renamed as follows:
# used in RME   alternate
# 10-441        11-325
# 11-288        11-244e
# 11-303        11-244f
# 11-310        11-244g
# 11-311        11-244h
# These are just renamings as can be seen on a map of GBR.
# 10-441 is between two groups with IDs 10-44x and 11-32x,
# alternate ID 11-325 just makes it part of the other group.
# Alternate IDs 11-244e,f,g,h brings four unnamed reefs into
# "Great Detatched Reef" group which they are clearly part of.
# The alternate IDs are likely a newer revision, but currently
# the RME uses the orignal (legacy) reef IDs.
# Additionally a error has been propagated through many files
# where the reef id listed here as "20-198" is listed as "20198".
# Note the RME is case-insensitive to letters in the reef IDs.
# They can be upper or lower case when specified, when reported
# they are upper-case.

# area_km2
# The area of the reef in square kilometres.

# sand_proportion
# Proportion of reef which is non-grazable (sand)
# as a proportion (range 0 to 1).

# shelf_position
# The location of the reef on the continental shelf:
# 1 = inshore
# 2 = midshelf
# 3 = offshore

# This file was updated on Thu 30 Mar 12:07:21 BST 2023

11-096,0.762338881,0.2924653,3
11-097,1.577005733,0.289998372,3
11-098,3.777863046,0.235610654,2
11-099,1.29512022,0.228214562,2
11-100,2.093977317,0.222320211,2
11-101,0.712301613,0.228214562,2
11-102,5.249951697,0.289561781,3
11-157,13.14321127,0.220241443,2
11-158,6.321078654,0.244890596,1
11-120,4.859494557,0.301926626,3
11-121,2.253643741,0.308467501,3
11-122,2.464932211,0.305163063,3
11-123,1.898541742,0.336144238,3
11-124,0.893687981,0.31867513,3
11-125,17.12489409,0.291468696,3
11-126a,0.587555416,0.285414661,3
11-126b,2.104228886,0.296584824,3
11-127a,1.057746404,0.290947219,3
11-127b,1.266335918,0.282586523,3
11-128,2.490931353,0.299135686,3
11-129,2.390293166,0.287954122,3
11-130,9.14315548,0.316265483,3
11-131,16.9125185,0.294403442,3
11-132,0.177325487,0.273867268,1
11-133,11.51621724,0.273864572,1
11-134,3.051037618,0.270974593,1
11-135,1.162904553,0.273867268,1
11-136,6.879617136,0.271585323,1
11-137,2.499401761,0.273867268,1
11-138,4.800770332,0.272216256,1
11-139,11.10454079,0.27326307,1
11-140,0.910072813,0.273867268,1
11-141,0.521332943,0.273867268,1
11-142,8.120915887,0.273867268,1
